,Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age,Income_Category,Employment_Status
198,5022275,M,Y,Y,0,131400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23646.0,1,0,0,0,Others,2,0,64.0,Medium,0
199,5143016,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-14542.0,1,0,0,0,Laborers,2,0,39.0,Medium,1
200,5066709,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24511.0,1,0,0,0,Others,1,0,67.0,Medium,0
201,5021445,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,With parents,-13315.0,1,1,1,0,Core staff,2,0,36.0,Medium,1
202,5053592,F,N,Y,1,117000.0,Working,Lower secondary,Widow,House / apartment,-17633.0,1,0,1,0,Others,2,0,48.0,Medium,1
203,5116163,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-9899.0,1,0,0,0,Security staff,4,0,27.0,Low,1
204,5041273,M,N,Y,0,445500.0,Commercial associate,Higher education,Separated,House / apartment,-19298.0,1,0,0,0,Others,1,0,52.0,Medium,1
206,5125399,M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10066.0,1,0,0,0,Laborers,2,0,27.0,Medium,1
207,5067345,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16541.0,1,0,1,0,Others,2,0,45.0,Medium,1
208,5053711,F,Y,N,2,157500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12857.0,1,0,0,1,Others,4,0,35.0,Medium,1
209,5096234,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17087.0,1,1,1,0,Medicine staff,2,0,46.0,Medium,1
210,5125158,M,N,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,-11970.0,1,0,0,0,Laborers,3,0,32.0,Medium,1
211,5143231,F,Y,Y,1,1575000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10142.0,1,0,0,0,Managers,2,0,27.0,Very High,1
212,5062688,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112.0,1,1,0,1,High skill tech staff,2,0,55.0,Medium,1
213,5105685,F,N,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-14132.0,1,1,1,0,Private service staff,4,0,38.0,Medium,1
214,5115984,M,Y,Y,2,180000.0,Working,Higher education,Married,House / apartment,-13174.0,1,0,0,0,Managers,4,0,36.0,Medium,1
216,5065363,F,N,Y,1,216000.0,Working,Higher education,Single / not married,House / apartment,-10512.0,1,0,1,0,Core staff,2,0,28.0,Medium,1
217,5140074,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15124.0,1,0,0,0,Core staff,2,0,41.0,Low,1
218,5067643,F,N,Y,0,171000.0,Pensioner,Higher education,Married,House / apartment,-19961.0,1,0,0,0,Others,2,0,54.0,Medium,0
219,5091963,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,-18809.0,1,1,0,0,Drivers,2,0,51.0,Medium,1
220,5053637,F,N,N,0,225000.0,Pensioner,Higher education,Separated,House / apartment,-21944.0,1,0,0,0,Others,1,0,60.0,Medium,0
221,5067149,M,N,N,2,225000.0,Working,Incomplete higher,Married,House / apartment,-13969.0,1,0,0,0,Others,4,0,38.0,Medium,1
222,5096424,M,Y,N,0,270000.0,Commercial associate,Higher education,Separated,House / apartment,-11621.0,1,0,1,0,Others,1,0,31.0,Medium,1
223,5046283,F,N,Y,0,67050.0,Pensioner,Higher education,Married,House / apartment,-24305.0,1,0,0,0,Others,2,0,66.0,Low,0
224,5029348,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-10942.0,1,0,0,0,Drivers,2,0,29.0,Medium,1
225,5096061,F,N,N,2,73350.0,Working,Secondary / secondary special,Married,House / apartment,-14321.0,1,0,0,0,Medicine staff,4,0,39.0,Low,1
226,5028917,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17202.0,1,0,0,0,Sales staff,2,0,47.0,Medium,1
227,5117778,F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,-14407.0,1,0,0,0,HR staff,1,0,39.0,Medium,1
228,5095310,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-12322.0,1,0,0,0,Core staff,2,0,33.0,Medium,1
229,5050655,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14667.0,1,1,1,0,Accountants,2,0,40.0,Medium,1
230,5033817,F,Y,N,1,292500.0,State servant,Higher education,Married,House / apartment,-16010.0,1,0,1,0,Core staff,3,0,43.0,Medium,1
231,5052963,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9984.0,1,0,0,0,Laborers,2,0,27.0,Medium,1
232,5113159,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-9862.0,1,1,0,0,Laborers,1,0,27.0,Medium,1
233,5143235,F,Y,Y,1,1575000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10142.0,1,0,0,0,Managers,2,0,27.0,Very High,1
234,5132800,F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-18540.0,1,0,0,0,Sales staff,1,0,50.0,Medium,1
235,5090549,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15241.0,1,0,0,0,Others,2,0,41.0,Medium,1
236,5054522,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-10014.0,1,0,0,0,Others,3,0,27.0,Medium,1
237,5051061,F,N,N,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11945.0,1,0,1,0,Others,4,0,32.0,Medium,1
238,5010707,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15862.0,1,0,1,0,Drivers,2,0,43.0,Medium,1
239,5028984,F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,-19063.0,1,1,1,1,Laborers,1,0,52.0,Medium,1
241,5126034,F,Y,Y,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,-17171.0,1,0,0,1,Cleaning staff,1,0,47.0,Medium,1
242,5090470,M,N,Y,1,900000.0,Working,Secondary / secondary special,Married,House / apartment,-15380.0,1,0,0,0,Laborers,3,0,42.0,High,1
243,5021775,F,N,Y,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522.0,1,0,0,0,Laborers,2,0,39.0,Medium,1
244,5046415,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-14466.0,1,0,1,0,Others,2,0,39.0,Medium,1
245,5065606,M,Y,N,0,270000.0,Pensioner,Higher education,Married,House / apartment,-23489.0,1,0,0,0,Others,2,0,64.0,Medium,0
246,5117314,M,N,Y,1,292500.0,Working,Secondary / secondary special,Married,House / apartment,-16632.0,1,0,0,0,Laborers,3,0,45.0,Medium,1
247,5009195,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953.0,1,1,1,0,Accountants,2,0,57.0,Medium,1
248,5139548,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-13584.0,1,0,1,0,Medicine staff,4,0,37.0,Medium,1
249,5096416,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-16876.0,1,1,0,0,Others,2,0,46.0,Low,1
250,5042286,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10809.0,1,0,0,0,Secretaries,1,0,29.0,Medium,1
251,5050729,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-8528.0,1,0,0,0,Others,1,0,23.0,Medium,1
252,5038897,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22886.0,1,0,1,0,Others,2,0,62.0,Medium,0
253,5050973,F,N,N,1,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15964.0,1,0,0,0,Core staff,2,0,43.0,Medium,1
254,5044935,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,-16027.0,1,0,1,0,Managers,4,0,43.0,Medium,1
255,5113539,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20976.0,1,0,0,0,Laborers,2,0,57.0,Medium,1
256,5085990,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21717.0,1,0,0,0,Others,2,0,59.0,Medium,0
257,5033452,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19143.0,1,1,1,0,Core staff,2,0,52.0,Medium,1
258,5051240,F,Y,N,0,121500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23328.0,1,0,0,0,Others,1,0,63.0,Medium,0
259,5065335,M,N,Y,0,202500.0,Commercial associate,Lower secondary,Married,Rented apartment,-9766.0,1,0,1,0,Sales staff,2,0,26.0,Medium,1
260,5145978,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,-19538.0,1,0,0,0,Secretaries,1,0,53.0,Medium,1
261,5105614,F,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,-12334.0,1,0,0,0,Accountants,4,0,33.0,Medium,1
262,5038845,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17007.0,1,1,1,0,Sales staff,2,0,46.0,Medium,1
263,5105556,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19802.0,1,0,0,0,Laborers,2,0,54.0,Medium,1
264,5028383,M,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,With parents,-11344.0,1,0,0,0,Core staff,1,0,31.0,Medium,1
265,5009980,F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-20644.0,1,0,0,0,Medicine staff,2,0,56.0,Medium,1
266,5062075,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21392.0,1,0,0,0,Others,2,0,58.0,Medium,0
267,5009706,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-11644.0,1,0,0,0,Managers,2,0,31.0,Medium,1
268,5146463,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,-9983.0,1,0,0,0,Others,2,0,27.0,Medium,1
269,5112662,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12269.0,1,0,0,0,Managers,3,0,33.0,Medium,1
270,5096796,M,Y,Y,0,337500.0,Working,Higher education,Separated,House / apartment,-13188.0,1,0,0,0,Laborers,1,0,36.0,Medium,1
271,5066843,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17090.0,1,0,0,0,Others,2,0,46.0,Medium,0
272,5066597,F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14805.0,1,0,0,0,Sales staff,3,0,40.0,Medium,1
274,5009074,F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,-17726.0,1,0,1,1,Core staff,3,0,48.0,Medium,1
275,5090954,F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,-19363.0,1,0,1,1,Medicine staff,1,0,53.0,Medium,1
276,5143019,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,With parents,-11768.0,1,1,1,0,Laborers,2,0,32.0,Medium,1
277,5118617,F,N,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15770.0,1,0,0,0,Sales staff,1,0,43.0,Medium,1
278,5116018,F,Y,Y,0,450000.0,Pensioner,Higher education,Widow,House / apartment,-22083.0,1,0,1,0,Others,1,0,60.0,Medium,0
279,5139662,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,-23483.0,1,0,0,0,Others,2,0,64.0,Medium,0
280,5042232,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12849.0,1,1,0,0,Sales staff,1,0,35.0,Medium,1
281,5125317,M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20874.0,1,0,0,0,Others,2,0,57.0,Medium,1
282,5068038,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,With parents,-17164.0,1,0,0,0,Medicine staff,2,0,47.0,Medium,1
283,5038814,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19366.0,1,0,0,0,Others,2,0,53.0,Medium,1
284,5095356,F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,-9020.0,1,0,0,0,Sales staff,1,0,24.0,Medium,1
285,5037266,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11892.0,1,0,0,0,Drivers,1,0,32.0,Medium,1
286,5052865,F,N,Y,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,-13870.0,1,1,1,0,Sales staff,2,0,38.0,Low,1
287,5096211,M,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14211.0,1,1,0,0,Low-skill Laborers,2,0,38.0,Low,1
288,5023280,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16701.0,1,0,0,0,Sales staff,2,0,45.0,Medium,1
289,5132340,F,N,Y,2,198000.0,Commercial associate,Incomplete higher,Separated,House / apartment,-15646.0,1,0,0,0,Others,3,0,42.0,Medium,1
290,5136012,F,N,N,3,180000.0,Working,Higher education,Married,House / apartment,-13678.0,1,0,0,0,Core staff,5,0,37.0,Medium,1
291,5045917,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-16990.0,1,0,0,0,Drivers,2,0,46.0,Medium,1
292,5041073,F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18179.0,1,0,0,0,Laborers,2,0,49.0,Low,1
293,5149660,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11920.0,1,0,0,0,Realty agents,3,0,32.0,Medium,1
294,5022756,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800.0,1,0,0,0,Sales staff,2,0,29.0,Medium,1
295,5036562,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11953.0,1,1,0,0,Others,3,0,32.0,Medium,1
296,5117754,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-16011.0,1,0,0,0,Managers,2,0,43.0,Medium,1
297,5125281,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16280.0,1,0,0,1,Sales staff,3,0,44.0,Low,1
298,5149039,F,N,Y,2,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11008.0,1,0,0,0,Laborers,4,0,30.0,Medium,1
299,5021267,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14512.0,1,0,0,0,Laborers,3,0,39.0,Medium,1
300,5125166,M,N,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,-11970.0,1,0,0,0,Laborers,3,0,32.0,Medium,1
301,5125524,M,N,N,2,171000.0,Working,Secondary / secondary special,Married,Municipal apartment,-13865.0,1,1,1,0,Core staff,4,0,37.0,Medium,1
302,5010089,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304.0,1,0,0,0,Laborers,2,0,28.0,Medium,1
303,5126457,F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,-16825.0,1,0,0,0,Security staff,2,0,46.0,Low,1
304,5142763,F,N,N,0,117000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-10021.0,1,0,0,0,Sales staff,1,0,27.0,Medium,1
305,5023261,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21202.0,1,0,0,0,Drivers,2,0,58.0,Medium,1
306,5090861,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19765.0,1,0,0,0,Sales staff,2,0,54.0,Medium,1
307,5146123,F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20132.0,1,0,0,0,Others,1,0,55.0,Low,0
308,5023410,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21642.0,1,0,0,0,Others,2,0,59.0,Medium,0
309,5010032,M,Y,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22121.0,1,0,1,0,Others,2,0,60.0,Low,0
310,5118397,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17154.0,1,0,0,0,Drivers,2,0,46.0,Medium,1
311,5033628,F,N,Y,0,166500.0,State servant,Higher education,Married,House / apartment,-23599.0,1,0,0,0,Others,2,0,64.0,Medium,1
312,5069399,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8396.0,1,1,1,0,Core staff,1,0,23.0,Medium,1
313,5008889,F,N,Y,0,247500.0,Commercial associate,Higher education,Separated,Rented apartment,-17016.0,1,0,0,0,Core staff,1,0,46.0,Medium,1
314,5022041,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10049.0,1,0,0,1,Sales staff,2,0,27.0,Medium,1
315,5126124,F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,-15185.0,1,1,1,0,Medicine staff,2,0,41.0,Low,1
316,5023563,F,N,Y,0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,-17782.0,1,0,0,0,Core staff,1,0,48.0,Medium,1
317,5050853,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9488.0,1,0,0,0,High skill tech staff,1,0,25.0,Medium,1
318,5024412,M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,-18582.0,1,0,0,0,Managers,2,0,50.0,Medium,1
319,5090612,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-13788.0,1,0,0,0,Accountants,2,0,37.0,Medium,1
320,5028274,F,Y,N,2,360000.0,Working,Incomplete higher,Married,House / apartment,-12730.0,1,0,0,0,Accountants,4,0,34.0,Medium,1
321,5028996,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-12262.0,1,0,0,0,Others,2,0,33.0,Medium,1
322,5126322,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-17778.0,1,1,1,0,High skill tech staff,2,0,48.0,Medium,1
323,5053610,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-20589.0,1,0,0,0,Others,2,0,56.0,Medium,1
325,5137401,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,-17237.0,1,0,0,0,Medicine staff,1,0,47.0,Medium,1
326,5142812,M,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-11648.0,1,1,1,0,Core staff,2,0,31.0,Medium,1
327,5053114,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23849.0,1,0,0,0,Others,2,0,65.0,Low,0
328,5149027,F,N,Y,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22795.0,1,0,0,0,Others,2,0,62.0,Medium,0
329,5145869,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20978.0,1,0,1,0,Others,1,0,57.0,Medium,0
330,5053354,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18362.0,1,0,0,0,Laborers,2,0,50.0,Medium,1
331,5087944,F,N,Y,0,72000.0,Working,Secondary / secondary special,Widow,House / apartment,-19923.0,1,1,1,0,Cleaning staff,1,0,54.0,Low,1
332,5035688,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16505.0,1,0,0,0,Laborers,2,0,45.0,Medium,1
333,5068491,M,N,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,-18321.0,1,0,1,0,Others,3,0,50.0,Medium,1
334,5044860,F,N,Y,0,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19028.0,1,0,0,0,Others,2,0,52.0,Medium,0
335,5117047,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23027.0,1,0,0,0,Others,1,0,63.0,Medium,0
336,5022676,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23286.0,1,0,0,0,Others,2,0,63.0,Medium,0
337,5009739,F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14657.0,1,1,1,0,Core staff,2,0,40.0,Low,1
338,5096991,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-12272.0,1,0,0,0,Core staff,3,0,33.0,Medium,1
339,5067982,M,Y,Y,0,153000.0,Working,Higher education,Separated,With parents,-20013.0,1,0,0,1,Managers,1,0,54.0,Medium,1
340,5135982,F,N,Y,0,423000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13480.0,1,0,0,0,Private service staff,1,0,36.0,Medium,1
